,candidato,municipio,local,zona,secao,turno,votos_recebidos,ds_grau_escolaridade_ensino_fundamental_completo,ds_grau_escolaridade_ensino_médio_incompleto,ds_grau_escolaridade_analfabeto,ds_grau_escolaridade_ensino_médio_completo,ds_grau_escolaridade_superior_completo,ds_grau_escolaridade_lê_e_escreve,ds_grau_escolaridade_ensino_fundamental_incompleto,ds_grau_escolaridade_superior_incompleto,ds_raca_cor_não_informado,ds_raca_cor_preta,ds_raca_cor_parda,ds_raca_cor_branca,ds_raca_cor_amarela,ds_raca_cor_indígena,ds_faixa_etaria_45_a_49_anos,ds_faixa_etaria_50_a_54_anos,ds_faixa_etaria_40_a_44_anos,ds_faixa_etaria_21_a_24_anos,ds_faixa_etaria_25_a_29_anos,ds_faixa_etaria_19_anos,ds_faixa_etaria_20_anos,ds_faixa_etaria_18_anos,ds_faixa_etaria_17_anos,ds_faixa_etaria_16_anos,ds_faixa_etaria_55_a_59_anos,ds_faixa_etaria_85_a_89_anos,ds_faixa_etaria_90_a_94_anos,ds_faixa_etaria_80_a_84_anos,ds_faixa_etaria_75_a_79_anos,ds_faixa_etaria_70_a_74_anos,ds_faixa_etaria_65_a_69_anos,ds_faixa_etaria_35_a_39_anos,ds_faixa_etaria_95_a_99_anos,ds_faixa_etaria_100_anos_ou_mais,ds_faixa_etaria_60_a_64_anos,ds_faixa_etaria_30_a_34_anos,ds_faixa_etaria_inválida,ds_genero_feminino,ds_genero_masculino,eleitores_totais,percentual_votos
840,SEBASTIAO BOCALOM RODRIGUES,1392,3549,1,724,1,96,6,81,3,98,49,7,14,58,277,0,23,16,0,0,16,12,22,41,127,4,1,6,6,1,9,1,0,0,5,9,7,16,0,0,4,29,0,173,143,316,0.3037974683544304
841,SEBASTIAO BOCALOM RODRIGUES,1392,1520,9,61,1,124,11,22,5,82,114,10,29,46,319,0,0,0,0,0,19,17,39,3,25,1,1,0,0,0,37,3,6,6,6,12,20,54,0,0,18,52,0,171,148,319,0.3887147335423197
842,SEBASTIAO BOCALOM RODRIGUES,1392,1660,9,254,1,134,25,51,26,76,16,39,97,11,307,6,22,4,1,1,29,37,39,8,47,7,2,4,2,0,37,1,1,7,3,9,11,34,1,0,24,38,0,205,136,341,0.39296187683284456
843,SEBASTIAO BOCALOM RODRIGUES,1392,1112,9,56,1,139,17,64,11,100,38,22,54,25,300,6,15,10,0,0,16,19,56,33,50,3,2,4,4,2,24,4,0,5,8,10,18,24,1,0,24,24,0,159,172,331,0.4199395770392749
844,SEBASTIAO BOCALOM RODRIGUES,1392,1724,9,221,1,130,17,50,15,119,25,16,48,28,294,4,14,6,0,0,29,28,37,13,26,3,3,1,1,1,15,3,0,3,4,6,7,31,0,0,11,96,0,172,146,318,0.4088050314465409
845,SEBASTIAO BOCALOM RODRIGUES,1392,3379,1,671,1,119,18,49,23,110,15,16,85,19,304,4,21,6,0,0,65,29,42,18,29,4,3,1,1,0,20,0,1,4,5,6,10,35,0,0,17,45,0,176,159,335,0.35522388059701493
846,SEBASTIAO BOCALOM RODRIGUES,1392,1171,1,347,1,110,15,38,7,78,25,17,59,13,230,4,15,3,0,0,54,33,27,15,14,1,1,3,1,0,20,3,0,3,2,10,7,25,0,0,13,20,0,127,125,252,0.4365079365079365
847,SEBASTIAO BOCALOM RODRIGUES,1392,2712,1,473,1,127,20,52,25,67,8,21,76,7,242,3,26,4,1,0,24,25,25,1,47,2,1,1,5,1,16,3,0,7,3,4,16,26,0,0,14,55,0,145,131,276,0.4601449275362319
848,SEBASTIAO BOCALOM RODRIGUES,1392,3492,1,773,1,94,14,46,0,60,72,5,24,28,225,1,13,10,0,0,14,20,24,21,25,5,3,5,1,0,34,1,0,5,3,10,24,14,1,0,26,13,0,129,120,249,0.37751004016064255
849,SEBASTIAO BOCALOM RODRIGUES,1392,1031,1,6,1,129,13,84,5,96,48,5,52,35,315,0,15,7,1,0,13,10,15,48,51,10,7,4,1,0,34,5,2,6,4,19,18,13,0,0,33,45,0,181,157,338,0.3816568047337278
850,SEBASTIAO BOCALOM RODRIGUES,1392,2534,1,500,1,84,26,43,16,40,5,19,56,8,162,6,40,5,0,0,20,21,21,9,41,4,0,7,5,2,16,1,1,3,1,7,9,24,0,0,9,12,0,122,91,213,0.39436619718309857
851,SEBASTIAO BOCALOM RODRIGUES,1392,2305,9,388,1,138,11,59,5,117,47,18,46,35,308,2,19,9,0,0,26,15,41,31,39,3,5,5,1,0,13,5,0,1,4,5,10,83,0,0,11,40,0,170,168,338,0.40828402366863903
852,SEBASTIAO BOCALOM RODRIGUES,1392,1058,9,295,1,124,10,124,1,93,27,8,37,41,309,2,22,7,1,0,15,8,18,89,123,6,1,3,3,1,8,2,0,0,0,3,8,13,0,0,11,29,0,160,181,341,0.36363636363636365
853,SEBASTIAO BOCALOM RODRIGUES,1392,1031,1,25,1,120,11,79,4,111,53,9,26,37,300,7,19,4,0,0,19,11,26,45,30,5,10,9,0,2,26,4,3,1,2,10,15,42,0,0,38,32,0,169,161,330,0.36363636363636365
854,SEBASTIAO BOCALOM RODRIGUES,1392,3174,1,503,1,130,30,75,17,78,12,14,78,22,296,3,23,4,0,0,32,22,29,20,40,4,3,5,2,2,31,1,0,6,4,12,10,45,1,0,18,39,0,190,136,326,0.3987730061349693
855,SEBASTIAO BOCALOM RODRIGUES,1392,1554,9,70,1,127,11,23,4,78,79,11,35,37,265,0,12,1,0,0,63,26,70,0,14,0,0,1,0,2,22,2,0,2,2,5,19,13,0,0,25,12,0,139,139,278,0.4568345323741007
856,SEBASTIAO BOCALOM RODRIGUES,1392,1627,9,104,1,148,21,45,21,88,31,28,78,20,316,1,9,5,0,1,50,60,34,2,14,2,0,0,0,1,31,0,0,4,14,12,20,31,0,0,14,43,0,194,138,332,0.4457831325301205
857,SEBASTIAO BOCALOM RODRIGUES,1392,3956,1,720,1,105,2,12,0,22,17,0,6,6,54,1,10,0,0,0,8,5,5,7,9,2,1,2,1,0,5,0,0,0,0,0,4,7,0,0,4,5,0,33,32,65,1.6153846153846154
858,SEBASTIAO BOCALOM RODRIGUES,1392,1317,1,35,1,138,14,27,2,51,36,15,24,14,150,7,21,5,0,0,15,7,3,25,9,7,9,3,3,3,15,4,0,4,19,10,15,9,3,0,15,5,0,96,87,183,0.7540983606557377
859,SEBASTIAO BOCALOM RODRIGUES,1392,1457,9,59,1,119,13,8,6,40,32,9,24,13,142,0,2,1,0,0,5,12,10,9,3,2,3,1,0,0,17,2,1,0,5,15,16,9,1,0,26,8,0,65,80,145,0.8206896551724138
860,SEBASTIAO BOCALOM RODRIGUES,1392,3247,1,566,1,81,9,86,5,76,22,10,34,15,234,2,12,7,1,1,18,14,13,41,71,5,16,5,0,2,8,0,0,3,2,5,5,19,0,0,15,15,0,134,123,257,0.3151750972762646
861,SEBASTIAO BOCALOM RODRIGUES,1392,1198,9,129,1,108,8,16,3,74,125,4,24,68,291,2,17,11,0,1,25,18,108,0,11,4,2,4,1,0,14,1,1,2,3,11,12,66,0,0,11,28,0,168,154,322,0.33540372670807456
862,SEBASTIAO BOCALOM RODRIGUES,1392,1171,1,50,1,114,20,29,14,58,21,28,55,21,236,2,6,2,0,0,22,33,17,12,20,1,3,1,0,0,39,7,0,6,13,8,21,11,0,0,17,15,0,109,137,246,0.4634146341463415
863,SEBASTIAO BOCALOM RODRIGUES,1392,1597,9,143,1,170,21,47,26,92,11,32,69,11,297,2,8,2,0,0,37,31,32,6,17,3,1,1,2,0,18,3,0,3,8,7,19,73,0,0,16,32,0,172,137,309,0.5501618122977346
864,SEBASTIAO BOCALOM RODRIGUES,1392,1716,9,223,1,132,24,72,7,104,27,15,62,23,267,4,50,10,0,3,33,11,40,12,64,6,7,7,5,4,24,2,0,5,2,8,16,34,1,0,13,40,0,192,142,334,0.39520958083832336
865,SEBASTIAO BOCALOM RODRIGUES,1392,1198,9,224,1,129,6,30,3,73,124,3,21,70,294,2,26,8,0,0,30,20,29,5,38,4,1,7,2,0,21,0,1,2,6,14,25,49,0,0,25,51,0,173,157,330,0.39090909090909093
866,SEBASTIAO BOCALOM RODRIGUES,1392,3590,1,738,1,143,16,53,6,115,67,10,27,46,308,1,24,7,0,0,29,32,35,20,20,4,4,5,4,2,26,2,0,7,4,5,6,99,0,0,13,23,0,194,146,340,0.42058823529411765
867,SEBASTIAO BOCALOM RODRIGUES,1392,2526,1,450,1,137,23,55,38,58,6,29,90,4,284,2,15,2,0,0,23,26,34,5,12,3,1,2,2,0,19,1,0,3,10,15,13,78,0,0,13,43,0,168,135,303,0.4521452145214521
868,SEBASTIAO BOCALOM RODRIGUES,1392,1163,9,77,1,138,25,47,11,110,33,22,81,14,314,3,22,4,0,0,36,85,29,17,19,6,2,3,2,1,29,2,2,10,4,5,15,26,2,0,20,28,0,211,132,343,0.40233236151603496
869,SEBASTIAO BOCALOM RODRIGUES,1392,2798,1,486,1,109,16,76,21,77,7,20,76,10,256,6,34,7,0,0,22,18,43,22,37,9,15,6,6,1,21,2,0,5,7,13,8,24,1,0,15,28,0,169,134,303,0.35973597359735976
870,SEBASTIAO BOCALOM RODRIGUES,1392,1619,9,196,1,135,17,61,13,93,13,24,83,19,293,2,25,3,0,0,26,32,36,13,39,3,8,1,2,1,15,1,1,3,4,8,5,35,0,0,14,76,0,198,125,323,0.4179566563467492
871,SEBASTIAO BOCALOM RODRIGUES,1392,1317,1,173,1,121,10,34,3,54,33,10,31,11,182,1,2,1,0,0,24,28,7,25,18,0,0,0,1,0,18,2,0,1,8,12,19,4,3,0,11,5,0,103,83,186,0.6505376344086021
872,SEBASTIAO BOCALOM RODRIGUES,1392,2461,1,146,1,112,6,9,2,35,32,12,17,7,109,2,5,4,0,0,4,4,5,6,6,4,0,0,0,1,17,1,1,3,4,7,21,6,0,0,25,5,0,46,74,120,0.9333333333333333
873,SEBASTIAO BOCALOM RODRIGUES,1392,1937,9,287,1,119,16,122,6,77,6,15,51,9,265,5,28,4,0,0,13,9,18,43,129,10,4,6,2,0,11,0,0,1,0,1,4,19,1,0,4,27,0,148,154,302,0.39403973509933776
